BOSSHARD_HANS_HEINRICH	uses_vernacular_name	(Blut)buch
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ääboum
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ääbuech
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Aach
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Aache
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Aahoorä
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Aahorä
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbach
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbar-Escha
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äberesch
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Abheu
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbheu
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbhöi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbhöö
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äboun
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äbuech
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ach
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Acha
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ächa
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ache
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Afeu
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äfeu
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äffhöi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äfföi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Affoltern
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äfheu
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Agaazi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Agasteina
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Agazi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Agensteinen
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Agerstein
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahoora
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahor
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahora
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahorä
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahore
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahoren
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahorn
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahorne
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Ahorrä
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äich
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Äiche
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Akazi
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Akazia
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Akaziä
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Akazie
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Älbala
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alber
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Albera
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alpe Chrüüzdorn
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alpe Geissbla
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alpe-Meertrübeli
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alpechrüzdorn
BOSSHARD_HANS_HEINRICH	uses_vernacular_name	Alpen-Geissblatt
