FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Äbar-Escha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Äbhöö
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Acha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Ächa
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Ainus
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Älbala
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bandhäg
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bärg-Ahorn
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bärg-Ulma
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Berg-Föhra
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Birka
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bluatruata
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bluatrüatle
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bockbeer
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Börcha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Börha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Buacha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Bündnerdorn
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Cory
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Eicha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Fäld-Ulma
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Felba
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Föhra
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Girigitsch
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Gürgütsch
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Hagabuacha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Hasla
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Haslstruch
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Holder
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Iba
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Kriesebomm
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Massholder
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Niala
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Nossbomm
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Ocha
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Pappla
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Pfaffahüatle
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Pfaffakäpple
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Pfiffaholz
FÜRSTENTUM LIECHTENSTEIN	uses_vernacular_name	Pimis
